,Block_G50-G59,Block_E00-E07,Block_M91-M94,Block_M80-M85,Block_C43-C44,Block_M15-M19,Block_N30-N39,Block_M65-M68,Block_D70-D77,Block_B95-B98,Block_K00-K14,Block_K80-K87,Block_C64-C68,Block_K90-K93,Block_J80-J84,Block_F20-F29,Block_F30-F39,Block_J90-J94,Block_F40-F48,Block_E65-E68,Block_G35-G37,Block_J95-J99,Block_E10-E14,Block_B35-B49,Block_C81-C96,Block_M60-M63,Block_K70-K77,Block_M95-M99,Block_D60-D64,Block_L60-L75,Block_C15-C26,Block_D65-D69,Block_I70-I79,Block_L20-L30,Block_L50-L54,Block_D37-D48,Block_M40-M43,Block_L55-L59,Block_A30-A49,Block_K20-K31,Block_E20-E35,Block_D50-D53,Block_M20-M25,Block_H65-H75,Block_M50-M54,Block_F10-F19,Block_K55-K64,Block_N00-N08,Block_F00-F09,Block_M45-M49,Block_G90-G99,Block_I80-I89,Block_J20-J22,Block_J40-J47,Block_K35-K38,Block_K50-K52,Block_K40-K46,Block_L40-L45,Block_I60-I69,Block_A00-A09,Block_I30-I52,Block_I10-I15,Block_H53-H54,Block_J30-J39,Block_G80-G83,Block_N10-N16,Block_I26-I28,Block_E50-E64,Block_I95-I99,Block_H80-H83,Block_C30-C39,Block_M86-M90,Block_H60-H62,Block_H10-H13,Block_H15-H22,Block_I05-I09,Block_H43-H45,Block_H90-H95,Block_H00-H06,Block_B25-B34,Block_G60-G64,Block_I20-I25,Block_L00-L08,Block_H40-H42,Block_G40-G47,Block_L80-L99,Block_H25-H28,Block_H55-H59,Block_N25-N29,Block_M70-M79,Block_D80-D89,Block_H49-H52,Block_J09-J18,Block_G20-G26,Block_G30-G32,Block_M05-M14,Block_N17-N19,Block_E70-E90,Block_D00-D09,Block_B00-B09,Block_H30-H36,Block_K65-K67,Block_N20-N23
Block_J95-J99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.959779413118256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,0.9712106983056656,1.0,0.41463059299503646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9439668185319474,0.8245883961385941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9586550884702638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9829493828369578,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9508454115059466,1.0,1.0,1.0,1.0,1.0
Block_E10-E14,0.8631415966809405,0.674564287004232,1.0,0.8264994030027546,0.7992868112923008,0.980649372377755,1.0,1.0,1.0,1.0,1.0,0.9992058984072325,1.0,0.6595448829988436,1.0,1.0,1.0,1.0,1.0,0.7936663172887333,0.5805993792659027,1.0,4.440892098500626e-16,0.9126321707857386,0.7383760939542927,1.0,0.9524882488766826,1.0,0.7066507354785609,0.9922853634388946,1.0,1.0,1.0,0.9945487603281526,1.0,1.0,1.0,1.0,1.0,0.9989605955461703,0.9936212790739195,0.8343033505296594,0.9945791295876921,1.0,1.0,1.0,0.8768871368293448,1.0,1.0,0.9880636362012069,1.0,0.9798760453004988,0.9714295043274851,0.6040009026075221,1.0,1.0,0.997404617897429,0.7946077140697084,1.0,1.0,1.0,0.8761158955365902,0.9483140286071611,0.8720362067653771,1.0,1.0,1.0,0.9216476902729664,1.0,1.0,1.0,1.0,0.9973548860845921,1.0,0.9783165183507685,1.0,1.0,1.0,1.0,1.0,1.0,0.907914674162382,1.0,0.8720809990728033,1.0,1.0,0.9196954948532126,1.0,1.0,0.9955068115654193,0.8798304994199302,1.0,1.0,1.0,1.0,0.550841782635517,0.9503262912338173,0.9941770511012591,0.8090460143664744,1.0,0.87688661771296,1.0,1.0
Block_B35-B49,0.9482465092171395,0.791753251434328,1.0,0.8191556696550091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9980647827316529,1.0,0.775080098758596,1.0,0.8597766263003758,1.0,1.0,1.0,1.0,0.9560894889300544,1.0,0.9126321707857386,3.3306690738754696e-16,0.7416363879066246,1.0,1.0,1.0,0.8175313921874168,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974669822272515,1.0,0.9646674124888566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9447930791863957,1.0,1.0,0.9984187702465909,0.9160587020703166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7479250200923178,1.0,1.0,1.0,1.0,1.0,0.9947367692068249,0.9976349224154318,1.0,1.0,0.9957139139458006,1.0,1.0
Block_C81-C96,0.864981841532337,0.8104306369709757,1.0,0.6016341245412791,0.9786536748537973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7977110965868874,1.0,1.0,1.0,1.0,1.0,1.0,0.9730980481506677,1.0,0.7383760939542927,0.7416363879066246,0.0,1.0,1.0,1.0,0.6232397085875125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969068548561408,0.6444557173350145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9024175010727127,1.0,1.0,1.0,0.9814413575495001,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7720341719123527,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9864534622106678,1.0,1.0,1.0,1.0,0.6547929029866029,1.0,1.0,1.0,1.0,0.9923958668963574,0.9874325636485431,1.0,0.9912736111174067,1.0,0.984648655227261,1.0,1.0
Block_M60-M63,1.0,0.9845857131984566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9947243139162988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,0.9449518117436819,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9807848580359891,1.0,1.0,1.0,0.9645063099817813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9478572253277927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_K70-K77,1.0,0.9851507501704557,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9604946701245505,1.0,0.9847531095623667,1.0,1.0,1.0,1.0,1.0,1.0,0.9823081959528017,1.0,0.9524882488766826,1.0,1.0,0.9449518117436819,1.1102230246251565e-16,1.0,0.9865040009706562,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.974240147387151,1.0,1.0,1.0,1.0,0.9903090583474723,1.0,1.0,1.0,1.0,1.0,1.0,0.9780456784534445,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958131500070694,1.0,0.919417703597462,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9721384927792351,1.0,1.0,0.9253952903047009,1.0,0.9125042721480385,1.0,1.0
Block_M95-M99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3306690738754696e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7340919882608448,1.0,0.9848484848484849,0.942833804952497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D60-D64,0.8305715382362762,0.5488205048247567,1.0,0.8134535510787541,0.929042889759053,0.9778238106866818,1.0,1.0,1.0,1.0,1.0,0.9951126643081811,1.0,0.5397565851836355,1.0,1.0,1.0,1.0,1.0,1.0,0.9028211919089305,0.9712106983056656,0.7066507354785609,0.8175313921874168,0.6232397085875125,1.0,0.9865040009706562,1.0,1.1102230246251565e-16,0.9833819669482282,1.0,0.9535786458693497,1.0,1.0,1.0,0.9959391846509882,1.0,1.0,1.0,1.0,0.929335350386634,0.7603498573211627,1.0,1.0,1.0,1.0,0.9462893423281733,1.0,1.0,1.0,1.0,0.9834861562703165,0.9929664614953561,0.8240004716443639,1.0,1.0,0.7492175962376992,0.8847395234346163,1.0,1.0,1.0,0.999585624694769,0.993637925044976,0.9960123584885532,1.0,1.0,1.0,0.8848887069844796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9577987689721361,1.0,1.0,0.9959391846509882,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7940385461812844,1.0,1.0,1.0,1.0,0.9425526719655213,0.938856163491149,0.9892487159412668,0.8892448401404545,1.0,0.9783512252670337,1.0,1.0
Block_L60-L75,1.0,0.9854471644717737,1.0,1.0,0.8039488377892449,1.0,1.0,1.0,1.0,1.0,1.0,0.9947881309424373,1.0,0.9850574613934843,1.0,1.0,1.0,1.0,1.0,1.0,0.9984439674954112,1.0,0.9922853634388946,1.0,1.0,1.0,1.0,1.0,0.9833819669482282,4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9932030954211212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9806906984434723,1.0,1.0,1.0,0.9966508417198146,1.0,1.0,1.0,0.9889527241029964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9765402955575706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.993438354111791,1.0,1.0,1.0,1.0
Block_C15-C26,1.0,0.9906085097987546,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9708442281550083,1.0,0.41463059299503646,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9570963723887028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D65-D69,1.0,0.9602004826159716,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9713942979212095,1.0,1.0,0.8890599607549542,1.0,1.0,1.0,0.9778714889272836,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9535786458693497,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9434408571355648,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I70-I79,1.0,0.9950250603269964,1.0,1.0,1.0,1.0,0.8613249509436927,1.0,1.0,1.0,1.0,1.0,1.0,0.9948918389145017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8709005551264195,0.9798051902069496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9716930741463851,1.0,1.0,1.0,1.0,1.0
Block_L20-L30,1.0,0.9957812595947654,1.0,0.7608719178504368,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945487603281526,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.881784197001252e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9952669022475307,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5873388948595857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_L50-L54,1.0,0.9900501206539929,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9851160150356749,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D37-D48,1.0,1.0,1.0,1.0,1.0,0.9925088904170751,1.0,0.948565550012636,1.0,1.0,1.0,0.9554246087366717,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9445166414282348,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9959391846509882,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8278674068352259,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M40-M43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7958758547680684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.971440226101123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_L55-L59,1.0,0.9495075425060933,1.0,1.0,0.8836468705435371,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9990029890448059,1.0,1.0,1.0,1.0,1.0,1.0,0.9973005980537367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966502263899397,1.0,1.0,1.0,0.998547471798755,1.0,1.0,1.0,0.9942505626387619,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.776161844921968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8873127660361978,1.0,1.0,1.0,1.0,1.0,0.9116461588326563,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.977233740774583,1.0,1.0,1.0,1.0
Block_A30-A49,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9848415234352292,0.5348697452904682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_K20-K31,1.0,0.9927603993813402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9993805444791712,1.0,1.0,1.0,1.0,1.0,0.9978149056936648,0.9991614137087274,1.0,0.9989605955461703,0.9974669822272515,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9848415234352292,2.4424906541753444e-15,1.0,1.0,0.679518201088777,1.0,1.0,0.9726641239474565,0.8594395809448525,1.0,1.0,1.0,1.0,1.0,1.0,0.9989593716370577,0.9843443927228712,1.0,0.8301679873428583,1.0,1.0,0.918651078318004,1.0,0.9892834054735592,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975510195921763,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9364286921562807,1.0,1.0,1.0,1.0,1.0,0.9986793727792149,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_E20-E35,0.9829266882032658,0.9432299903816745,1.0,0.9924374687601824,0.9962081475214262,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9657861721581499,1.0,1.0,1.0,1.0,1.0,1.0,0.9982845600014008,1.0,0.9936212790739195,1.0,0.969068548561408,1.0,1.0,1.0,0.929335350386634,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5348697452904682,1.0,-2.220446049250313e-16,0.9775203629482944,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9978712560221333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975641975481369,1.0,1.0,1.0,1.0,1.0,0.9451362283030409,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843730923020502,1.0,1.0,1.0,0.9745486094809689,1.0,1.0
Block_D50-D53,0.8946677138245405,0.8521308283032442,1.0,0.8231969242381836,0.998153144871441,0.9506176167607698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8870541213697731,1.0,1.0,0.9916223339071438,1.0,1.0,1.0,0.920625585562794,1.0,0.8343033505296594,0.9646674124888566,0.6444557173350145,1.0,0.974240147387151,1.0,0.7603498573211627,0.9932030954211212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9775203629482944,1.1102230246251565e-16,1.0,1.0,1.0,1.0,0.9917619714545884,1.0,1.0,1.0,1.0,1.0,1.0,0.9616375307479123,1.0,1.0,0.9977133641543345,0.9838148605232627,1.0,1.0,1.0,1.0,1.0,0.9942915827840307,1.0,1.0,0.9439086717894122,0.75950305336812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9892785665600276,1.0,1.0,1.0,1.0,0.9802630212115849,0.84016431795286,1.0,0.9436270144380583,1.0,0.9442165429204185,1.0,1.0
Block_M20-M25,0.9958544214279428,0.9973030616133787,1.0,1.0,1.0,0.7063388715207345,0.9749411994483705,1.0,1.0,1.0,1.0,1.0,0.9262288886436683,0.9935386305259148,0.9739179734521349,1.0,1.0,1.0,0.9612782327326321,0.9967439835297246,0.9918777281175489,0.9439668185319474,0.9945791295876921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.679518201088777,1.0,1.0,-4.440892098500626e-16,1.0,1.0,0.7678202923914611,0.9917862917917705,1.0,1.0,1.0,1.0,0.9217131777972036,1.0,0.9968987122621186,1.0,0.8014630774364848,0.8324284355078073,0.9979828302937014,1.0,1.0,1.0,0.9707238043072037,1.0,0.987193979185703,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9963357915996959,1.0,1.0,1.0,1.0,1.0,0.9407951110004781,1.0,1.0,0.9914626527904686,1.0,1.0,0.9704819331858798,1.0,1.0,1.0,1.0,1.0,0.9911403761007708,1.0
Block_H65-H75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8245883961385941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M50-M54,1.0,1.0,1.0,1.0,1.0,0.85361498905772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9466108966465079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7340919882608448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,0.5834022095494689,1.0,0.9808882303210891,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_F10-F19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9871190052190367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9726641239474565,1.0,1.0,0.7678202923914611,1.0,1.0,-1.9984014443252818e-15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9442903980062547,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9534379802820281,0.9369766065938391,1.0,1.0,1.0,1.0,1.0,0.9980361326901666,1.0,0.9234295135210389,1.0,1.0,1.0,1.0,1.0
Block_K55-K64,0.9916576096774341,0.9615572843449725,1.0,1.0,0.8624309858839578,1.0,0.9873931773585175,1.0,1.0,1.0,1.0,1.0,1.0,0.96981541176751,1.0,1.0,1.0,1.0,1.0,0.9967238637720162,0.9025591131741181,1.0,0.8768871368293448,1.0,1.0,1.0,0.9903090583474723,0.9848484848484849,0.9462893423281733,1.0,0.9570963723887028,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8594395809448525,1.0,0.9917619714545884,0.9917862917917705,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,0.997459013661932,1.0,0.882202960132519,1.0,1.0,0.9879566405710654,0.9952641866022602,1.0,1.0,1.0,0.7866591791538556,1.0,0.987114847511049,1.0,1.0,0.974677908430402,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8524876830943505,1.0,1.0,0.8780557054458591,1.0,0.9953364620359766,1.0,1.0
