,Block_G50-G59,Block_E00-E07,Block_M91-M94,Block_M80-M85,Block_C43-C44,Block_M15-M19,Block_N30-N39,Block_M65-M68,Block_D70-D77,Block_B95-B98,Block_K00-K14,Block_K80-K87,Block_C64-C68,Block_K90-K93,Block_J80-J84,Block_F20-F29,Block_F30-F39,Block_J90-J94,Block_F40-F48,Block_E65-E68,Block_G35-G37,Block_J95-J99,Block_E10-E14,Block_B35-B49,Block_C81-C96,Block_M60-M63,Block_K70-K77,Block_M95-M99,Block_D60-D64,Block_L60-L75,Block_C15-C26,Block_D65-D69,Block_I70-I79,Block_L20-L30,Block_L50-L54,Block_D37-D48,Block_M40-M43,Block_L55-L59,Block_A30-A49,Block_K20-K31,Block_E20-E35,Block_D50-D53,Block_M20-M25,Block_H65-H75,Block_M50-M54,Block_F10-F19,Block_K55-K64,Block_N00-N08,Block_F00-F09,Block_M45-M49,Block_G90-G99,Block_I80-I89,Block_J20-J22,Block_J40-J47,Block_K35-K38,Block_K50-K52,Block_K40-K46,Block_L40-L45,Block_I60-I69,Block_A00-A09,Block_I30-I52,Block_I10-I15,Block_H53-H54,Block_J30-J39,Block_G80-G83,Block_N10-N16,Block_I26-I28,Block_E50-E64,Block_I95-I99,Block_H80-H83,Block_C30-C39,Block_M86-M90,Block_H60-H62,Block_H10-H13,Block_H15-H22,Block_I05-I09,Block_H43-H45,Block_H90-H95,Block_H00-H06,Block_B25-B34,Block_G60-G64,Block_I20-I25,Block_L00-L08,Block_H40-H42,Block_G40-G47,Block_L80-L99,Block_H25-H28,Block_H55-H59,Block_N25-N29,Block_M70-M79,Block_D80-D89,Block_H49-H52,Block_J09-J18,Block_G20-G26,Block_G30-G32,Block_M05-M14,Block_N17-N19,Block_E70-E90,Block_D00-D09,Block_B00-B09,Block_H30-H36,Block_K65-K67,Block_N20-N23
Block_N00-N08,0.8740976839416585,0.9948808293094633,1.0,1.0,1.0,1.0,1.0,1.0,0.5571925572299525,1.0,1.0,0.9761664443662315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9814588599814996,0.9928843593619727,1.0,1.0,1.0,1.0,1.0,1.0,0.942833804952497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9844732476488866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9902908045327423,1.0,1.0,1.0,1.0,1.0
Block_F00-F09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9890086659983874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-6.661338147750939e-16,1.0,1.0,0.9914750707566191,1.0,0.9921482378068381,1.0,1.0,0.9826835319622372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9711804791147882,1.0,0.19024663600978042,1.0,1.0,0.6978263993768878,1.0,1.0,1.0,1.0,1.0
Block_M45-M49,1.0,1.0,1.0,1.0,1.0,0.9932240364318188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9880636362012069,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5834022095494689,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,0.99341106355102,1.0,1.0,1.0,1.0,0.9829072564795743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9929690696975092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_G90-G99,1.0,0.935373637913258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9564805860110756,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9722222222222222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9831641242574631,1.0,1.0,1.0,1.0
Block_I80-I89,0.9923051623593614,0.974414102426568,1.0,1.0,0.9606938091960818,0.9978240293005538,0.984495658176349,1.0,1.0,1.0,1.0,0.989641615119187,1.0,0.9663045234897797,1.0,1.0,1.0,1.0,1.0,0.9576942943886675,0.9636624971097784,1.0,0.9798760453004988,1.0,1.0,1.0,1.0,1.0,0.9834861562703165,1.0,1.0,1.0,1.0,1.0,1.0,0.8278674068352259,1.0,1.0,1.0,1.0,1.0,1.0,0.9217131777972036,1.0,0.9808882303210891,1.0,0.997459013661932,1.0,0.9914750707566191,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,0.9978840894716702,1.0,1.0,1.0,1.0,0.9945109933518165,1.0,0.9947177859079468,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9823223304703363,1.0,1.0,1.0,1.0,1.0,1.0,0.9164596101436122,0.9300621393819765,0.904781242173061,1.0,1.0,0.8764735288996727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9556926526900896,1.0,1.0,1.0,1.0,1.0
Block_J20-J22,1.0,0.9834168677566548,1.0,1.0,1.0,0.9740500351946159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9863782371053379,1.0,1.0,1.0,1.0,1.0,1.0,0.976949467632587,0.9586550884702638,0.9714295043274851,1.0,1.0,1.0,1.0,1.0,0.9929664614953561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9713958622838347,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9934539776030472,1.0,0.8740118423302576,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9636994298442473,1.0,1.0,0.9027980260800326,1.0,1.0,1.0,1.0
Block_J40-J47,0.9480270651725615,0.6647890284765074,1.0,0.9236117025017682,0.6867705751899115,0.9772863431691008,0.9952399837587969,0.9724788014685171,1.0,1.0,1.0,0.9944347434127997,1.0,0.6181150299814719,1.0,1.0,1.0,1.0,0.9975482167671859,1.0,0.6036044299162336,1.0,0.6040009026075221,0.9447930791863957,0.9024175010727127,1.0,0.9780456784534445,1.0,0.8240004716443639,0.9806906984434723,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966502263899397,1.0,0.9989593716370577,0.9978712560221333,0.9616375307479123,0.9968987122621186,1.0,1.0,0.9442903980062547,0.882202960132519,1.0,0.9921482378068381,1.0,1.0,1.0,0.9713958622838347,8.881784197001252e-16,1.0,1.0,1.0,0.8444333047527418,1.0,1.0,1.0,0.9558480236972392,1.0,0.8443165911360573,0.9923247044354666,0.862766602714253,0.9936260139682405,0.9974695299886027,1.0,1.0,1.0,1.0,1.0,1.0,0.9511547181283668,0.9942791724567669,1.0,1.0,0.9900912360337809,1.0,1.0,1.0,1.0,1.0,1.0,0.9984461818311784,0.9893812556317254,1.0,1.0,0.9865045623736515,0.8873036189738861,0.9948831362903111,1.0,1.0,0.9919590115731161,0.5413415805257862,1.0,1.0,0.7237415775059195,0.9967565956486678,0.8785024840418486,1.0,0.924151825940896
Block_K35-K38,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843443927228712,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,0.32387659621718656,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9674699975683823,1.0,1.0,1.0,1.0,1.0,1.0
Block_K50-K52,1.0,0.9932726537093494,1.0,1.0,0.9948325761067119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7929803321972937,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8014630774364848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9924524420680513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9901419205808235,1.0,1.0,1.0,1.0
Block_K40-K46,0.9913164864119383,0.8693168548996164,1.0,0.9976922107358108,1.0,0.7524803953709993,1.0,1.0,1.0,1.0,1.0,0.9964932134998713,0.9845475743196147,0.8658173565491128,1.0,1.0,0.9947510719840821,1.0,0.9945927773992538,0.9017891606914498,0.9916242350364722,1.0,0.997404617897429,0.9984187702465909,1.0,1.0,1.0,1.0,0.7492175962376992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8301679873428583,1.0,0.9977133641543345,0.8324284355078073,1.0,1.0,1.0,0.9879566405710654,1.0,0.9826835319622372,0.99341106355102,1.0,0.9978840894716702,1.0,1.0,1.0,1.0,9.992007221626409e-16,0.9932395943293858,1.0,0.9661454315467234,1.0,0.9866203875055779,1.0,1.0,0.9661454315467234,1.0,0.9929713277938909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8924973068461117,1.0,1.0,1.0,1.0,1.0,0.9966544517026739,1.0,0.9609081115804042,1.0,1.0,1.0,1.0,1.0,0.98226620780652,1.0,1.0,0.9935714023322009,0.9977925106170878,1.0,1.0,1.0,1.0
Block_L40-L45,0.8681956551265512,0.5997023110626414,1.0,0.9990925074202927,0.9881695658712967,0.9994206416710179,1.0,1.0,1.0,1.0,1.0,0.9958630762649774,1.0,0.56343692978887,1.0,1.0,0.9938078879647566,1.0,0.9978737164336678,1.0,0.6368801302366445,1.0,0.7946077140697084,0.9160587020703166,0.9814413575495001,0.9807848580359891,1.0,1.0,0.8847395234346163,0.9966508417198146,1.0,0.9434408571355648,1.0,0.9952669022475307,0.9851160150356749,1.0,1.0,0.998547471798755,1.0,1.0,1.0,0.9838148605232627,0.9979828302937014,1.0,1.0,1.0,0.9952641866022602,1.0,1.0,1.0,1.0,1.0,1.0,0.8444333047527418,1.0,0.9924524420680513,0.9932395943293858,-2.220446049250313e-15,0.9772643374194653,1.0,1.0,0.9625865348099657,0.9551230968073113,0.9985935956166704,1.0,1.0,1.0,0.9978054761414799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914067272742326,1.0,1.0,0.996393049056194,1.0,1.0,1.0,1.0,0.9986844291625809,1.0,1.0,1.0,0.9722644580172947,1.0,0.9971871912333408,1.0,1.0,0.8531472372407343,0.9962495883111211,0.9974720808472511,0.9756945543320978,1.0,0.9938917414535366,1.0,0.9973688583251618
Block_I60-I69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9772643374194653,-4.440892098500626e-16,1.0,1.0,0.9400047137301748,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_A00-A09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.918651078318004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9661454315467234,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I30-I52,1.0,1.0,1.0,1.0,0.9933288844395004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.32387659621718656,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,0.9742877344557892,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9872732741946465,1.0,1.0,1.0,0.961424162509477
Block_I10-I15,1.0,0.8987846652466077,1.0,0.9616846691566218,0.9975985870732524,0.9671303386670688,0.9836601404136198,0.9947515057738116,1.0,0.867053753770002,1.0,0.759835003560645,1.0,0.983147179016051,1.0,1.0,0.9101307722749091,1.0,1.0,0.757964268556219,0.9443218478797935,0.9829493828369578,0.8761158955365902,1.0,1.0,0.9645063099817813,0.9958131500070694,1.0,0.999585624694769,0.9889527241029964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942505626387619,1.0,0.9892834054735592,0.9975641975481369,1.0,0.9707238043072037,1.0,1.0,1.0,0.7866591791538556,1.0,1.0,0.9829072564795743,1.0,0.9945109933518165,0.9934539776030472,0.9558480236972392,1.0,1.0,0.9866203875055779,0.9625865348099657,0.9400047137301748,1.0,0.9742877344557892,-3.552713678800501e-15,1.0,0.9981443770708218,1.0,0.9519677569849845,0.9963533024718498,0.9971045249582785,1.0,1.0,1.0,0.9970725297876355,1.0,0.9945533801378733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.721595903800982,0.9385776988972702,1.0,1.0,0.9964441058720851,1.0,0.996220652206998,0.9695768371272411,0.9553895666789488,1.0,1.0,1.0,1.0,1.0,0.8430253575201115,0.9628875414164368,0.8676973917725748,0.987401531293499,0.9962887541416436,1.0,1.0,1.0
Block_H53-H54,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.969196629655832,1.0,1.0,1.0,1.0,1.0,1.0,0.9958300017956009,1.0,0.9483140286071611,1.0,1.0,1.0,1.0,1.0,0.993637925044976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9564805860110756,1.0,1.0,1.0,1.0,1.0,1.0,0.9551230968073113,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_J30-J39,1.0,0.9219654562519812,1.0,1.0,0.9595585111711799,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9333907322609319,1.0,1.0,1.0,1.0,1.0,1.0,0.8823841886957766,1.0,0.8720362067653771,1.0,1.0,1.0,0.919417703597462,1.0,0.9960123584885532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9942915827840307,0.987193979185703,1.0,1.0,1.0,0.987114847511049,1.0,1.0,1.0,1.0,0.9947177859079468,0.8740118423302576,0.8443165911360573,1.0,1.0,1.0,0.9985935956166704,1.0,1.0,1.0,0.9981443770708218,1.0,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8804771390665607,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9752328179993565,1.0,1.0,1.0,1.0,1.0,0.8353560895737575,1.0,1.0,0.7189474697119039,1.0,1.0,1.0,1.0
Block_G80-G83,1.0,1.0,1.0,1.0,0.9726565629190135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9923247044354666,1.0,1.0,0.9661454315467234,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_N10-N16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.862766602714253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9519677569849845,1.0,1.0,1.0,1.1102230246251565e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9059279131616402,1.0,0.9979510777672156,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_I26-I28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9439086717894122,1.0,1.0,1.0,1.0,0.974677908430402,1.0,1.0,1.0,1.0,1.0,1.0,0.9936260139682405,1.0,1.0,0.9929713277938909,1.0,1.0,1.0,1.0,0.9963533024718498,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6783662395486615,1.0,0.9343467835701387,1.0,1.0,0.9351028918926666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9684612149851615,1.0,1.0,1.0,1.0,1.0
Block_E50-E64,0.9932348990850827,0.9339836646573776,1.0,0.991010305273163,1.0,0.9885216592808304,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9442663625527857,1.0,1.0,1.0,1.0,1.0,1.0,0.9551382743088467,1.0,0.9216476902729664,1.0,0.7720341719123527,1.0,1.0,1.0,0.8848887069844796,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9451362283030409,0.75950305336812,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9974695299886027,1.0,1.0,1.0,0.9978054761414799,1.0,1.0,1.0,0.9971045249582785,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9967886637560186,1.0,1.0,0.9914010104938736,1.0,0.9848727744795988,1.0,1.0
Block_I95-I99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8174258141649446,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8895684739251535,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H80-H83,1.0,1.0,1.0,1.0,1.0,0.910106685004901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7958758547680684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8908910548820038,1.0,1.0,1.0,1.0,1.0,1.0
Block_C30-C39,1.0,0.9875518404293724,1.0,1.0,0.9936255283620409,0.9675343497628217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9765402955575706,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.776161844921968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.960594479688045,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M86-M90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9447552806356638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9970725297876355,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5256583509747432,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H60-H62,1.0,0.9677587059890419,1.0,0.9905919587092956,1.0,1.0,1.0,1.0,1.0,0.9799114149077423,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9973548860845921,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6992073962408809,1.0,1.0
Block_H10-H13,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9945533801378733,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.35948738477965136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
