,Block_G50-G59,Block_E00-E07,Block_M91-M94,Block_M80-M85,Block_C43-C44,Block_M15-M19,Block_N30-N39,Block_M65-M68,Block_D70-D77,Block_B95-B98,Block_K00-K14,Block_K80-K87,Block_C64-C68,Block_K90-K93,Block_J80-J84,Block_F20-F29,Block_F30-F39,Block_J90-J94,Block_F40-F48,Block_E65-E68,Block_G35-G37,Block_J95-J99,Block_E10-E14,Block_J00-J06,Block_B35-B49,Block_C81-C96,Block_M60-M63,Block_K70-K77,Block_M95-M99,Block_D60-D64,Block_L60-L75,Block_C15-C26,Block_D65-D69,Block_I70-I79,Block_L20-L30,Block_L50-L54,Block_D37-D48,Block_M40-M43,Block_L55-L59,Block_A30-A49,Block_K20-K31,Block_E20-E35,Block_D50-D53,Block_M20-M25,Block_H65-H75,Block_M50-M54,Block_F10-F19,Block_K55-K64,Block_N00-N08,Block_F00-F09,Block_M45-M49,Block_G90-G99,Block_I80-I89,Block_J20-J22,Block_J40-J47,Block_K35-K38,Block_K50-K52,Block_K40-K46,Block_L40-L45,Block_I60-I69,Block_A00-A09,Block_I30-I52,Block_I10-I15,Block_H53-H54,Block_J30-J39,Block_G80-G83,Block_N10-N16,Block_I26-I28,Block_E50-E64,Block_I95-I99,Block_H80-H83,Block_C30-C39,Block_M86-M90,Block_H60-H62,Block_H10-H13,Block_H15-H22,Block_I05-I09,Block_H43-H45,Block_H00-H06,Block_B25-B34,Block_G60-G64,Block_I20-I25,Block_L00-L08,Block_H40-H42,Block_G40-G47,Block_L80-L99,Block_H25-H28,Block_H55-H59,Block_N25-N29,Block_M70-M79,Block_D80-D89,Block_H49-H52,Block_J09-J18,Block_G20-G26,Block_G30-G32,Block_M05-M14,Block_N17-N19,Block_E70-E90,Block_D00-D09,Block_B00-B09,Block_H30-H36,Block_K65-K67,Block_N20-N23
Block_H15-H22,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7316718427000253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9843921379004713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9478359469042699
Block_I05-I09,1.0,0.9964853166133729,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9966012336642365,0.6181186920870132,1.0,1.0,1.0,0.6163309414716642,1.0,0.8212361285406629,0.9878850902941047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,0.9918739460840384,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9952477837623983,1.0,1.0,1.0,1.0,1.0
Block_H43-H45,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8075499102701247,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H00-H06,1.0,1.0,1.0,1.0,0.8719384999572845,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8863304366033564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9471114114652055,1.0,1.0,0.8843466338837188,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975461508024351,1.0,0.7707772146361305,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-8.881784197001252e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6896780570508164,1.0,1.0,0.9039231077169477,1.0,0.6665839639403394,1.0,1.0
Block_B25-B34,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4654775161751513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_G60-G64,1.0,0.9822169523902471,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9858555067642457,1.0,1.0,1.0,1.0,1.0,0.9845696650037908,0.9944444444444445,1.0,0.9746476358610408,1.0,1.0,1.0,1.0,1.0,1.0,0.9531031694591561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.925464400750007,0.9225403330758517,0.9269703256659778,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9785043142885651,1.0,0.9631144443218341,1.0,1.0,1.0,1.0,1.0,0.994891905557612,1.0,0.9809133888562044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9884645243299003,1.0,0.9939888691022171,1.0,1.0,0.9256363400776246,1.0,1.0
Block_I20-I25,1.0,0.9468774575430863,1.0,1.0,0.9601071002017402,0.9983774911484904,0.9988811587557811,1.0,1.0,1.0,1.0,0.9815189632728787,1.0,0.9960018436171816,1.0,1.0,1.0,1.0,1.0,0.971451220206266,0.9250508869390074,1.0,0.8374568344169815,1.0,1.0,1.0,1.0,0.9844600126058384,1.0,0.9963846991211804,1.0,1.0,1.0,0.8340906074274991,0.9473371516693716,1.0,1.0,1.0,1.0,1.0,0.9867760465867157,0.9827620365152083,0.9980095314283549,0.9793570505703489,1.0,0.9982406577190638,0.9943701047010043,1.0,1.0,0.9128179070897362,0.972690996495379,1.0,0.9983237230685665,0.944142614243221,0.982103174097074,1.0,1.0,0.9955790942342132,0.9243375898723741,0.9897965676002228,1.0,0.9128413085377246,0.6302352860790923,1.0,1.0,1.0,1.0,1.0,0.9918739460840384,1.0,0.9452621142797603,0.9731853901347685,1.0,1.0,1.0,1.0,0.9918739460840384,1.0,1.0,1.0,1.0,-1.5543122344752192e-15,1.0,0.8578943483458482,0.9917976434343007,1.0,0.9271062590713414,1.0,1.0,1.0,0.9992107278714674,1.0,1.0,1.0,0.8842786011348418,0.9964428968997048,1.0,0.4151877052812598,1.0,1.0,0.9933118115738184,1.0,0.9868663135353968
Block_L00-L08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.862639436051311,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9981816799241264,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9763110315160433,0.7847833979496673,1.0,1.0,1.0,1.0,1.0,0.9217178387059584,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8865976970933713,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_H40-H42,1.0,1.0,1.0,1.0,0.8729123658020936,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9583874810711761,1.0,1.0,1.0,1.0,1.0,0.9677699589927611,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989688529585171,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9948667299766065,0.9975648115234249,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8578943483458482,1.0,6.661338147750939e-16,1.0,1.0,0.9608018919163597,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8538495950325968,1.0,1.0,0.9763656774215445,1.0,1.0
Block_G40-G47,1.0,1.0,1.0,1.0,1.0,0.9776064054434271,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8615759835532145,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762713227728185,1.0,1.0,1.0,0.8682483754709729,0.9565202943206047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9917976434343007,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.9637182300933934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9904063220694241,1.0,1.0,1.0,1.0,1.0
Block_L80-L99,1.0,1.0,1.0,1.0,0.8751075775366333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8962275695515889,1.0,1.0,1.0,1.0,0.9953093497017981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9914988235683113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-4.440892098500626e-16,0.9894377818702779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8444075589010828,1.0,1.0,0.8201577515614522,1.0,1.0,1.0,1.0
Block_H25-H28,0.9845165801555047,0.9753258945167304,1.0,1.0,0.9677661511557527,0.978368453083476,0.9179588649752576,1.0,1.0,1.0,1.0,0.9901443147713674,1.0,0.9980616705857258,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.992182980846047,1.0,1.0,1.0,1.0,1.0,0.9437060031219399,0.997590011589004,1.0,1.0,1.0,0.8466098449736533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9961796146679639,1.0,1.0,1.0,0.9094758469847449,1.0,1.0,0.9991162839304314,1.0,1.0,0.8677119481404219,1.0,0.9909310807370943,1.0,0.8671984476883383,0.9149497900320349,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9271062590713414,1.0,0.9608018919163597,1.0,0.9894377818702779,8.881784197001252e-16,1.0,1.0,1.0,1.0,0.9734627553782862,1.0,1.0,1.0,1.0,1.0,0.9023854111203865,1.0,1.0,0.7324960139486056,1.0,1.0
Block_H55-H59,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7525641703473032,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_N25-N29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,0.7051160876902057,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_M70-M79,1.0,1.0,1.0,1.0,1.0,0.759573850059066,1.0,1.0,1.0,0.9637182300933934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9894765988764522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9415060255972226,1.0,1.0,1.0,1.0,1.0,1.0,0.7971960223570729,1.0,1.0,1.0,1.0,1.0,1.0,0.976544102434824,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9355517073390002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9640557422655205,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9637182300933934,1.0,1.0,1.0,1.0,-8.881784197001252e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_D80-D89,1.0,0.8170223415726268,1.0,1.0,0.9967890279863729,1.0,0.7470233445703041,1.0,1.0,1.0,1.0,1.0,1.0,0.7226794944329971,1.0,1.0,1.0,1.0,1.0,1.0,0.9308917993561805,1.0,0.937055756308183,1.0,1.0,0.9105879877864748,1.0,1.0,1.0,0.8577580608936156,0.7796525783241773,1.0,0.8992823478960932,0.8538439872918127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9762084524284557,0.9009302527770722,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8303196722629164,1.0,1.0,0.8150532645075361,0.907093876169688,1.0,1.0,1.0,0.9992155306319286,1.0,0.9941375939887289,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9992107278714674,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-2.220446049250313e-16,1.0,1.0,1.0,1.0,0.9574828817530053,1.0,1.0,1.0,1.0,1.0,1.0,0.9901885311465222
Block_H49-H52,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8874912099073976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9734627553782862,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.9776616474195615,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_J09-J18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8427932609266745,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9721360893712323,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9958748415973216,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9598713823047436,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7051160876902057,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_G20-G26,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4654775161751513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Block_G30-G32,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9975604676232964,1.0,1.0,1.0,1.0,1.0,1.0,0.9932310255657759,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.27452374988998807,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8842786011348418,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.1102230246251565e-16,1.0,1.0,0.8611788783212391,1.0,1.0,1.0,1.0,1.0
Block_M05-M14,1.0,0.8992269827178572,1.0,1.0,0.9430194320992848,0.9544778358897303,0.963586511941106,1.0,1.0,1.0,1.0,1.0,1.0,0.9722622122102214,1.0,1.0,1.0,1.0,1.0,1.0,0.9423226216495014,1.0,0.7813924441709066,0.9800199700499127,1.0,0.9946978505766536,1.0,1.0,1.0,0.9614553711007555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7328657138774255,1.0,0.9910646589678246,0.9957878398426229,1.0,1.0,1.0,1.0,1.0,1.0,0.994892005517387,1.0,1.0,0.9880596482941488,0.8616366685787069,1.0,1.0,0.9084891365713648,0.9209427407817582,1.0,1.0,1.0,0.9743679298650789,1.0,0.8183571607590256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6896780570508164,1.0,0.9884645243299003,0.9964428968997048,1.0,1.0,1.0,0.8444075589010828,1.0,1.0,1.0,1.0,0.9574828817530053,0.9776616474195615,1.0,1.0,1.0,4.440892098500626e-16,1.0,0.986478455426874,1.0,1.0,0.787689503030903,1.0,0.9668361471771084
Block_N17-N19,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9832375338951372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.989367115866997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.987412972114637,1.0,1.0,0.9839814790018577,0.9037450158404553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.9672108934956529,1.0,1.0,1.0,1.0,0.8310351380675263
Block_E70-E90,1.0,0.999599139148961,1.0,1.0,0.9359018035300062,0.9990511368753472,0.9986913757690848,0.9824012107550515,1.0,0.977614751495323,1.0,0.8270730000452932,1.0,0.9872463399515614,1.0,1.0,1.0,1.0,1.0,0.9958260806443516,0.9959925794014781,1.0,0.9020853262306552,1.0,1.0,1.0,1.0,0.9772800607803,1.0,0.9915429103878354,1.0,1.0,1.0,0.8956606409379729,1.0,1.0,1.0,1.0,1.0,1.0,0.9825995562830278,1.0,1.0,1.0,1.0,0.9259202802512808,1.0,0.9480500834715154,1.0,0.8791462878501122,1.0,1.0,1.0,1.0,0.993022477450352,1.0,1.0,0.9948291999087499,0.9877935702922241,0.9920438763790383,1.0,0.9058241330895734,0.757273620660035,0.9864164627794265,1.0,1.0,1.0,0.8873693151911564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9952477837623983,1.0,1.0,1.0,0.9939888691022171,0.4151877052812598,1.0,0.8538495950325968,0.9904063220694241,1.0,0.9023854111203865,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8611788783212391,0.986478455426874,0.9672108934956529,1.9984014443252818e-15,1.0,1.0,0.9754144668392615,1.0,0.9903990733506487
Block_D00-D09,1.0,1.0,1.0,1.0,0.937274995181282,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9450698776989217,1.0,1.0,1.0,1.0,0.9748023684660515,0.9543564535412362,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9082014907956844,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.997445952778806,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9039231077169477,1.0,1.0,1.0,1.0,1.0,1.0,0.8201577515614522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.3306690738754696e-16,1.0,1.0,1.0,1.0
Block_B00-B09,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9329598476846009,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.220446049250313e-16,1.0,1.0,1.0
Block_H30-H36,0.8319581523692612,0.8189947884006986,1.0,1.0,0.9144848830055775,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9254949298296438,1.0,1.0,1.0,1.0,1.0,1.0,0.8554039945953814,1.0,0.7706224921513023,1.0,1.0,1.0,1.0,1.0,1.0,0.8474253768472744,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8319946237419382,1.0,0.9839994879754227,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8593321881401801,1.0,1.0,1.0,0.9473053166153665,1.0,1.0,1.0,0.9515682837594479,1.0,0.7941942122756638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6665839639403394,1.0,0.9256363400776246,0.9933118115738184,1.0,0.9763656774215445,1.0,1.0,0.7324960139486056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.787689503030903,1.0,0.9754144668392615,1.0,1.0,6.661338147750939e-16,1.0,1.0
Block_K65-K67,1.0,1.0,1.0,1.0,1.0,0.9694127686400554,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.4618037788930579,1.0,1.0,0.8526220528257367,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8154711929637459,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.771561172376096e-16,1.0
Block_N20-N23,1.0,1.0,1.0,1.0,1.0,1.0,0.9976819410308989,1.0,1.0,1.0,0.6666666666666667,1.0,1.0,0.9939756098319176,1.0,1.0,1.0,1.0,1.0,1.0,0.9946760286250005,1.0,0.9986502473903561,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9581008242796133,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9858550351003332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9297281256237118,1.0,1.0,1.0,0.9004650241530326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9478359469042699,1.0,1.0,1.0,1.0,1.0,0.9868663135353968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9901885311465222,1.0,1.0,1.0,1.0,0.9668361471771084,0.8310351380675263,0.9903990733506487,1.0,1.0,1.0,1.0,-2.220446049250313e-16
